id,name,classification,type_1,type_2,height_m,weight_kg,capture_rate,abilities,hp,atk,def,sp_atk,sp_def,spd,total_stats,taken_normal,taken_fire,taken_water,taken_electric,taken_grass,taken_ice,taken_fighting,taken_poison,taken_ground,taken_flying,taken_psychic,taken_bug,taken_rock,taken_ghost,taken_dragon,taken_dark,taken_steel,taken_fairy,is_legendary,count
503,Samurott,Formidable Pokémon,Water,,1.5,94.6,45,Torrent,95,100,85,108,70,70,528,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
504,Patrat,Scout Pokémon,Normal,,0.5,11.6,255,"Run Away ,  Keen Eye",45,55,39,35,39,42,255,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1
505,Watchog,Lookout Pokémon,Normal,,1.1,27.0,255,"Illuminate ,  Keen Eye",60,85,69,60,69,77,420,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1
506,Lillipup,Puppy Pokémon,Normal,,0.4,4.1,255,"Vital Spirit ,  Pickup",45,60,45,25,45,55,275,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1
507,Herdier,Loyal Dog Pokémon,Normal,,0.9,14.7,120,"Intimidate ,  Sand Rush",65,80,65,35,65,60,370,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1
508,Stoutland,Big-Hearted Pokémon,Normal,,1.2,61.0,45,"Intimidate ,  Sand Rush",85,110,90,45,90,80,500,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1
509,Purrloin,Devious Pokémon,Dark,,0.4,10.1,255,"Limber ,  Unburden",41,50,37,50,37,66,281,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0,1
510,Liepard,Cruel Pokémon,Dark,,1.1,37.5,90,"Limber ,  Unburden",64,88,50,88,50,106,446,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0,1
511,Pansage,Grass Monkey Pokémon,Grass,,0.6,10.5,190,Gluttony,50,53,48,53,48,64,316,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1
512,Simisage,Thorn Monkey Pokémon,Grass,,1.1,30.5,75,Gluttony,75,98,63,98,63,101,498,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1
513,Pansear,High Temp Pokémon,Fire,,0.6,11.0,190,Gluttony,50,53,48,53,48,64,316,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0,1
514,Simisear,Ember Pokémon,Fire,,1.0,28.0,75,Gluttony,75,98,63,98,63,101,498,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0,1
515,Panpour,Spray Pokémon,Water,,0.6,13.5,190,Gluttony,50,53,48,53,48,64,316,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
516,Simipour,Geyser Pokémon,Water,,1.0,29.0,75,Gluttony,75,98,63,98,63,101,498,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
517,Munna,Dream Eater Pokémon,Psychic,,0.6,23.3,190,"Forewarn ,  Synchronize",76,25,45,67,55,24,292,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,1
518,Musharna,Drowsing Pokémon,Psychic,,1.1,60.5,75,"Forewarn ,  Synchronize",116,55,85,107,95,29,487,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,1
519,Pidove,Tiny Pigeon Pokémon,Normal,Flying,0.3,2.1,255,"Big Pecks ,  Super Luck",50,55,50,36,30,43,264,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0,1
520,Tranquill,Wild Pigeon Pokémon,Normal,Flying,0.6,15.0,120,"Big Pecks ,  Super Luck",62,77,62,50,42,65,358,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0,1
521,Unfezant,Proud Pokémon,Normal,Flying,1.2,29.0,45,"Big Pecks ,  Super Luck",80,115,80,65,55,93,488,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0,1
522,Blitzle,Electrified Pokémon,Electric,,0.8,29.8,190,"Lightningrod ,  Motor Drive",45,60,32,50,32,76,295,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
523,Zebstrika,Thunderbolt Pokémon,Electric,,1.6,79.5,75,"Lightningrod ,  Motor Drive",75,100,63,80,63,116,497,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
524,Roggenrola,Mantle Pokémon,Rock,,0.4,18.0,255,"Sturdy ,  Weak Armor",55,75,85,25,25,15,280,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0,1
525,Boldore,Ore Pokémon,Rock,,0.9,102.0,120,"Sturdy ,  Weak Armor",70,105,105,50,40,20,390,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0,1
526,Gigalith,Compressed Pokémon,Rock,,1.7,260.0,45,"Sturdy ,  Sand Stream",85,135,130,60,80,25,515,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0,1
527,Woobat,Bat Pokémon,Psychic,Flying,0.4,2.1,190,"Unaware ,  Klutz",65,45,43,55,43,72,323,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0,1
528,Swoobat,Courting Pokémon,Psychic,Flying,0.9,10.5,45,"Unaware ,  Klutz",67,57,55,77,55,114,425,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0,1
529,Drilbur,Mole Pokémon,Ground,,0.3,8.5,120,"Sand Rush ,  Sand Force",60,85,40,30,45,68,328,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0,1
530,Excadrill,Subterrene Pokémon,Ground,Steel,0.7,40.4,60,"Sand Rush ,  Sand Force",110,135,60,50,65,88,508,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5,0,1
531,Audino,Hearing Pokémon,Normal,,1.1,31.0,255,"Healer ,  Regenerator",103,60,86,60,86,50,445,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1
532,Timburr,Muscular Pokémon,Fighting,,0.6,12.5,180,"Guts ,  Sheer Force",75,80,55,25,35,35,305,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0,1
533,Gurdurr,Muscular Pokémon,Fighting,,1.2,40.0,90,"Guts ,  Sheer Force",85,105,85,40,50,40,405,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0,1
534,Conkeldurr,Muscular Pokémon,Fighting,,1.4,87.0,45,"Guts ,  Sheer Force",105,140,95,55,65,45,505,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0,1
535,Tympole,Tadpole Pokémon,Water,,0.5,4.5,255,"Swift Swim ,  Hydration",50,50,40,50,40,64,294,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
536,Palpitoad,Vibration Pokémon,Water,Ground,0.8,17.0,120,"Swift Swim ,  Hydration",75,65,55,65,55,69,384,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0,1
537,Seismitoad,Vibration Pokémon,Water,Ground,1.5,62.0,45,"Swift Swim ,  Poison Touch",105,95,75,85,75,74,509,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0,1
538,Throh,Judo Pokémon,Fighting,,1.3,55.5,45,"Guts ,  Inner Focus",120,100,85,30,85,45,465,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0,1
539,Sawk,Karate Pokémon,Fighting,,1.4,51.0,45,"Sturdy ,  Inner Focus",75,125,75,30,75,85,465,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0,1
540,Sewaddle,Sewing Pokémon,Bug,Grass,0.3,2.5,255,"Swarm ,  Chlorophyll",45,53,70,40,60,42,310,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0,1
541,Swadloon,Leaf-Wrapped Pokémon,Bug,Grass,0.5,7.3,120,"Leaf Guard ,  Chlorophyll",55,63,90,50,80,42,380,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0,1
542,Leavanny,Nurturing Pokémon,Bug,Grass,1.2,20.5,45,"Swarm ,  Chlorophyll",75,103,80,70,80,92,500,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0,1
543,Venipede,Centipede Pokémon,Bug,Poison,0.4,5.3,255,"Poison Point ,  Swarm",30,45,59,30,39,57,260,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,0,1
544,Whirlipede,Curlipede Pokémon,Bug,Poison,1.2,58.5,120,"Poison Point ,  Swarm",40,55,99,40,79,47,360,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,0,1
545,Scolipede,Megapede Pokémon,Bug,Poison,2.5,200.5,45,"Poison Point ,  Swarm",60,100,89,55,69,112,485,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,0,1
546,Cottonee,Cotton Puff Pokémon,Grass,Fairy,0.3,0.6,190,"Prankster ,  Infiltrator",40,27,60,37,50,66,280,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0,0,1
547,Whimsicott,Windveiled Pokémon,Grass,Fairy,0.7,6.6,75,"Prankster ,  Infiltrator",60,67,85,77,75,116,480,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0,0,1
548,Petilil,Bulb Pokémon,Grass,,0.5,6.6,190,"Chlorophyll ,  Own Tempo",45,35,50,70,50,30,280,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1
549,Lilligant,Flowering Pokémon,Grass,,1.1,16.3,75,"Chlorophyll ,  Own Tempo",70,60,75,110,75,90,480,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1
550,Basculin,Hostile Pokémon,Water,,1.0,18.0,25,"Reckless (Red Striped Form in all games & Blue-Striped Form in Black & White) ,  Adaptability (Both Forms) ,  Dream World Ability",70,92,65,80,55,98,460,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
551,Sandile,Desert Croc Pokémon,Ground,Dark,0.7,15.2,180,"Intimidate ,  Moxie",50,72,35,35,35,65,292,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0,0,1
552,Krokorok,Desert Croc Pokémon,Ground,Dark,1.0,33.4,90,"Intimidate ,  Moxie",60,82,45,45,45,74,351,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0,0,1
553,Krookodile,Intimidation Pokémon,Ground,Dark,1.5,96.3,45,"Intimidate ,  Moxie",95,117,80,65,70,92,519,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0,0,1
554,Darumaka,Zen Charm Pokémon,Fire,,0.6,37.5,120,Hustle,70,90,45,15,45,50,315,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0,1
555,Darmanitan,Blazing Pokémon,Fire,,1.3,92.9,60,Sheer Force,105,140,55,30,55,95,480,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0,1
556,Maractus,Cactus Pokémon,Grass,,1.0,28.0,255,"Water Absorb ,  Chlorophyll",75,86,67,106,67,60,461,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1
557,Dwebble,Rock Inn Pokémon,Bug,Rock,0.3,14.5,190,"Sturdy ,  Shell Armor",50,65,85,35,35,55,325,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0,1
558,Crustle,Stone Home Pokémon,Bug,Rock,1.4,200.0,75,"Sturdy ,  Shell Armor",70,105,125,65,75,45,485,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0,1
559,Scraggy,Shedding Pokémon,Dark,Fighting,0.6,11.8,180,"Shed Skin ,  Moxie",50,75,70,35,70,48,348,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0,0,1
560,Scrafty,Hoodlum Pokémon,Dark,Fighting,1.1,30.0,90,"Shed Skin ,  Moxie",65,90,115,45,115,58,488,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0,0,1
561,Sigilyph,Avianoid Pokémon,Psychic,Flying,1.4,14.0,45,"Wonder Skin  ,  Magic Guard",72,58,80,103,80,97,490,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0,1
562,Yamask,Spirit Pokémon,Ghost,,0.5,1.5,190,Mummy,38,30,85,55,65,30,303,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,0,1
563,Cofagrigus,Coffin Pokémon,Ghost,,1.7,76.5,90,Mummy,58,50,145,95,105,30,483,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,0,1
564,Tirtouga,Prototurtle Pokémon,Water,Rock,0.7,16.5,45,"Solid Rock ,  Sturdy",54,78,103,53,45,22,355,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1
565,Carracosta,Prototurtle Pokémon,Water,Rock,1.2,81.0,45,"Solid Rock ,  Sturdy",74,108,133,83,65,32,495,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1
566,Archen,First Bird Pokémon,Rock,Flying,0.5,9.5,45,Defeatist,55,112,45,74,45,70,401,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0,1
567,Archeops,First Bird Pokémon,Rock,Flying,1.4,32.0,45,Defeatist,75,140,65,112,65,110,567,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0,1
568,Trubbish,Trash Bag Pokémon,Poison,,0.6,31.0,190,"Stench ,  Sticky Hold",50,50,62,40,62,65,329,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0,1
569,Garbodor,Trash Heap Pokémon,Poison,,1.9,107.3,60,"Stench ,  Weak Armor",80,95,82,60,82,75,474,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0,1
570,Zorua,Tricky Fox Pokémon,Dark,,0.7,12.5,75,Illusion,40,65,40,80,40,65,330,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0,1
571,Zoroark,Illusion Fox Pokémon,Dark,,1.6,81.1,45,Illusion,60,105,60,120,60,105,510,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0,1
572,Minccino,Chinchilla Pokémon,Normal,,0.4,5.8,255,"Cute Charm ,  Technician",55,50,40,40,40,75,300,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1
573,Cinccino,Scarf Pokémon,Normal,,0.5,7.5,60,"Cute Charm ,  Technician",75,95,60,65,60,115,470,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1
574,Gothita,Fixation Pokémon,Psychic,,0.4,5.8,200,"Frisk ,  Competitive",45,30,50,55,65,45,290,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,1
575,Gothorita,Manipulate Pokémon,Psychic,,0.7,18.0,100,"Frisk ,  Competitive",60,45,70,75,85,55,390,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,1
576,Gothitelle,Astral Body Pokémon,Psychic,,1.5,44.0,50,"Frisk ,  Competitive",70,55,95,95,110,65,490,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,1
577,Solosis,Cell Pokémon,Psychic,,0.3,1.0,200,"Overcoat ,  Magic Guard",45,30,40,105,50,20,290,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,1
578,Duosion,Mitosis Pokémon,Psychic,,0.6,8.0,100,"Overcoat ,  Magic Guard",65,40,50,125,60,30,370,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,1
579,Reuniclus,Multiplying Pokémon,Psychic,,1.0,20.1,50,"Overcoat ,  Magic Guard",110,65,75,125,85,30,490,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,1
580,Ducklett,Water Bird Pokémon,Water,Flying,0.5,5.5,190,"Keen Eye ,  Big Pecks",62,44,50,44,50,55,305,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,0,1
581,Swanna,White Bird Pokémon,Water,Flying,1.3,24.2,45,"Keen Eye ,  Big Pecks",75,87,63,87,63,98,473,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,0,1
582,Vanillite,Fresh Snow Pokémon,Ice,,0.4,5.7,255,"Ice Body ,  Snow Cloak",36,50,50,65,60,44,305,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0,1
583,Vanillish,Icy Snow Pokémon,Ice,,1.1,41.0,120,"Ice Body ,  Snow Cloak",51,65,65,80,75,59,395,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0,1
584,Vanilluxe,Snowstorm Pokémon,Ice,,1.3,57.5,45,"Ice Body ,  Snow Warning",71,95,85,110,95,79,535,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0,1
585,Deerling,Season Pokémon,Normal,Grass,0.6,19.5,190,"Chlorophyll ,  Sap Sipper",60,60,50,40,50,75,335,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1
586,Sawsbuck,Season Pokémon,Normal,Grass,1.9,92.5,75,"Chlorophyll ,  Sap Sipper",80,100,70,60,70,95,475,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1
587,Emolga,Sky Squirrel Pokémon,Electric,Flying,0.4,5.0,200,Static,55,75,60,75,60,103,428,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,0,1
588,Karrablast,Clamping Pokémon,Bug,,0.5,5.9,200,"Swarm ,  Shed Skin",50,75,45,40,45,60,315,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,1
589,Escavalier,Cavalry Pokémon,Bug,Steel,1.0,33.0,75,"Swarm ,  Shell Armor",70,135,105,60,105,20,495,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0,1
590,Foongus,Mushroom Pokémon,Grass,Poison,0.2,1.0,190,Effect Spore,69,55,45,55,55,15,294,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0,1
591,Amoonguss,Mushroom Pokémon,Grass,Poison,0.6,10.5,75,Effect Spore,114,85,70,85,80,30,464,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0,1
592,Frillish,Floating Pokémon,Water,Ghost,1.2,33.0,190,"Water Absorb ,  Cursed Body",55,40,50,65,85,40,335,0.0,0.5,0.5,2.0,2.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0,0,1
593,Jellicent,Floating Pokémon,Water,Ghost,2.2,135.0,60,"Water Absorb ,  Cursed Body",100,60,70,85,105,60,480,0.0,0.5,0.5,2.0,2.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0,0,1
594,Alomomola,Caring Pokémon,Water,,1.2,31.6,75,"Healer ,  Hydration",165,75,80,40,45,65,470,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
595,Joltik,Attaching Pokémon,Bug,Electric,0.1,0.6,190,"Compoundeyes ,  Unnerve",50,47,50,57,50,65,319,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0,1
596,Galvantula,EleSpider Pokémon,Bug,Electric,0.8,14.3,75,"Compoundeyes ,  Unnerve",70,77,60,97,60,108,472,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0,1
597,Ferroseed,Thorn Seed Pokémon,Grass,Steel,0.6,18.8,255,Iron Barbs,44,50,91,24,86,10,305,0.5,4.0,0.5,0.5,0.25,1.0,2.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0,1
598,Ferrothorn,Thorn Pod Pokémon,Grass,Steel,1.0,110.0,90,Iron Barbs,74,94,131,54,116,20,489,0.5,4.0,0.5,0.5,0.25,1.0,2.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0,1
599,Klink,Gear Pokémon,Steel,,0.3,21.0,130,"Plus ,  Minus",40,55,70,45,60,30,300,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0,1
600,Klang,Gear Pokémon,Steel,,0.6,51.0,60,"Plus ,  Minus",60,80,95,70,85,50,440,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0,1
601,Klinklang,Gear Pokémon,Steel,,0.6,81.0,30,"Plus ,  Minus",60,100,115,70,85,90,520,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0,1
